สถาบัน,วิทยาเขต,รหัสหลักสูตร,รหัสสาขา,รหัส โครงการ,คณะ,หลักสูตร,รายละเอียด,สาขา/ วิชาเอก,รหัสรับ ร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,C,B9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,การจัดการ ทรัพยากร มนุษย์,0,10,198,10,57.5923,46.8080
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,D,A9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานวิทย์,การ จัดการโลิจสติกส์และ โซ่อุปทาน,0,7,216,7,59.5630,42.3957
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,D,B9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,การ จัดการโลิจสติกส์และ โซ่อุปทาน,0,7,208,7,62.4257,52.4797
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,E,A9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานวิทย์,ระบบ สารสนเทศ ทางธุรกิจ,0,7,181,7,49.8887,41.5647
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,E,B9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,ระบบ สารสนเทศ ทางธุรกิจ,0,7,172,7,69.8793,48.4627
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,F,A9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานวิทย์,การจัดการ ไมซ์,0,7,142,7,45.2127,36.8053
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105610801A,F,B9003,คณะวิทยาการจัดการ,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,การจัดการ ไมซ์,0,8,165,8,56.2313,45.2777
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100105903101A,0,A9003,คณะวิทยาการจัดการ,รป.บ. รัฐประศาสนศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,30,601,30,60.9095,50.9930
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100106212901A,0,A9003,คณะทรัพยากรธรรมชาติ,วท.บ. (วาริชศาสตร์),โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,142,40,34.4787,24.6813
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100106500201A,0,A9003,คณะทรัพยากรธรรมชาติ,วท.บ. (เกษตรศาสตร)์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,150,166,71,40.0540,17.5000
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100106501201A,0,A9003,คณะทรัพยากรธรรมชาติ,วท.บ. (สัตวศาสตร)์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,216,40,42.7813,27.3448
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100107130201A,0,A9003,คณะเภสัชศาสตร์,ภ.บ. เภสัชกรรมอุตสาหการ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,60,495,60,60.0906,51.0146
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100107130301A,0,A9003,คณะเภสัชศาสตร์,ภ.บ. การบริบาลทางเภสัชกรรม,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,35,327,35,59.3887,53.4676
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100109211001A,0,A9003,คณะอุตสาหกรรมเกษตร,วท.บ. วิทยาศาสตร์และเทคโนโลยีอาหาร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,332,40,46.8631,35.0854
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100109211002E,0,A9003,คณะอุตสาหกรรมเกษตร,วท.บ. การกำหนดอาหารและโภชนาการเพื่อ สุขภาพ (หลักสูตรนานาชาต)ิ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,30,37,11,42.1708,26.6264
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100109212201A,0,A9003,คณะอุตสาหกรรมเกษตร,วท.บ. เทคโนโลยีและการจัดการอุตสาหกรรม อาหาร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,35,211,35,49.8115,38.8280
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100109212801A,0,A9003,คณะอุตสาหกรรมเกษตร,วท.บ. เทคโนโลยีบรรจุภัณฑ์และวัสดุ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,25,199,25,48.9555,39.1975
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110620201A,0,A9003,คณะศิลปศาสตร์,ศศ.บ. การจัดการอุตสาหกรรมการบินและการ บริการ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,15,79,15,62.2083,51.6735
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110901801A,0,A9003,คณะศิลปศาสตร์,ศศ.บ. ภาษาจีน,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,12,55,12,62.5930,50.5440
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110901802H,0,A9003,คณะศิลปศาสตร์,ศศ.บ. ภาษาจีน,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,16,54,15,58.8540,41.7045
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110902001A,0,A9003,คณะศิลปศาสตร์,ศศ.บ. ภาษาไทยประยุกต์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,35,228,35,59.7220,49.6110
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110902501A,0,A9003,คณะศิลปศาสตร์,ศศ.บ. ภาษาอังกฤษ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,20,308,20,68.8645,60.0278
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100110903601A,0,A9003,คณะศิลปศาสตร์,ศศ.บ. ชุมชนศึกษาเพื่อการพัฒนา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,5,196,5,59.2840,51.3403
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100111901001A,0,A9003,คณะนิติศาสตร์,น.บ. นิติศาสตรบัณฑิต(ภาคปกติ),โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานวิท์ย/ศิลป์- คำนวณ,,0,25,321,25,59.8092,48.6006
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100111901001A,0,B9003,คณะนิติศาสตร์,น.บ. นิติศาสตรบัณฑิต(ภาคปกติ),โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,,0,25,468,25,68.8463,57.6135
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100111901002B,0,A9003,คณะนิติศาสตร์,น.บ. นิติศาสตรบัณฑิต(ภาคสมทบ),โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานวิท์ย/ศิลป์- คำนวณ,,0,50,292,50,48.7182,40.1000
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100111901002B,0,B9003,คณะนิติศาสตร์,น.บ. นิติศาสตรบัณฑิต(ภาคสมทบ),โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission พื้นฐานศิลป์,,0,50,288,50,56.5213,45.9583
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100112611101A,0,A9003,คณะเศรษฐศาสตร์,ศ.บ. เศรษฐศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,50,257,50,74.0000,41.1250
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100112611102A,0,A9003,คณะเศรษฐศาสตร์,ศ.บ. เศรษฐศาสตร์ธุรกิจเกษตร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,20,159,20,43.8750,28.2500
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100113110701A,0,A9003,คณะการแพทย์แผนไทย,พท.บ. การแพทย์แผนไทยบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,125,40,45.9700,33.0740
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100114111301A,0,A9003,คณะเทคนิคการแพทย์,ทพ.บ.เทคนิคการแพทยบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,20,332,20,54.5654,49.9304
มหาวิทยาลัยสงขลานครินทร์,หาดใหญ่,10100115211601E,0,A9003,วิทยาลัยนานาชาติ วิทยาเขตหาดใหญ่,วท.บ.สื่อสร้างสรรค์และเทคโนโลยีดิจิทัล (หลักสูตรนานาชาต)ิ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,20,42,12,89.0832,30.6684
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218113101A,0,A9003,คณะศึกษาศาสตร์,วท.บ.จิตวิทยาคลินิก,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,,0,6,32,6,36.5706,34.6391
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218113101A,0,B9003,คณะศึกษาศาสตร์,วท.บ.จิตวิทยาคลินิก,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,,0,5,58,5,61.5372,54.4844
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218700401A,0,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาวัดผล-เทคโนโลยีสารสนเทศ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,,0,10,66,10,48.9222,41.7722
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218700401A,0,B9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาวัดผล-เทคโนโลยีสารสนเทศ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,,0,10,54,10,51.2420,44.9710
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218701501A,0,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาเทคโนโลยีดิจิทัลและสื่อสาร การศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,,0,7,88,7,47.8388,45.8500
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218701501A,0,B9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาเทคโนโลยีดิจิทัลและสื่อสาร การศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,,0,7,118,7,59.1015,54.5415
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218702001A,A,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการสอนภาษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,ภาษาไทย,0,6,162,6,54.1740,53.2722
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218702001A,A,B9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการสอนภาษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,ภาษาไทย,0,7,208,7,60.0154,53.1130
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218702001A,B,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการสอนภาษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,ภาษาอังกฤษ,0,6,45,6,62.6992,57.3388
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218702001A,B,B9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการสอนภาษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,ภาษาอังกฤษ,0,5,36,5,64.4610,59.9188
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,B,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,จิตวิทยา การศึกษา และการ แนะแนว,0,8,69,8,43.6833,40.7896
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,C,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,ศิลปศึกษา,0,5,64,5,48.2072,45.2110
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,C,B9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,ศิลปศึกษา,0,5,87,5,59.7985,53.8233
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,D,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,พลศึกษา,0,2,112,2,47.3055,46.8638
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,D,B9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,พลศึกษา,0,2,258,2,59.9305,59.3533
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703701A,E,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,สุขศึกษา,0,8,52,8,48.0706,39.9603
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703702A,A,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการจัดการเรียนรู้ วิทยาศาสตร์-คณิตศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,คณิตศาสตร์,0,10,141,10,65.7000,55.5722
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703702A,B,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการจัดการเรียนรู้ วิทยาศาสตร์-คณิตศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,เคมี,0,18,101,18,44.2221,39.6516
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703702A,C,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการจัดการเรียนรู้ วิทยาศาสตร์-คณิตศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ชีววิทยา,0,18,108,18,52.5185,44.4985
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703702A,D,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการจัดการเรียนรู้ วิทยาศาสตร์-คณิตศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ฟิสิกส์,0,14,134,14,44.7824,40.8920
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703702A,E,A9003,คณะศึกษาศาสตร์,ศษ.บ. สาขาวิชาการจัดการเรียนรู้ วิทยาศาสตร์-คณิตศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,วิทยาศาสต์รทั่วไป,0,14,94,14,52.0516,41.6634
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703703A,A,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,การศึกษา ปฐมวัย,0,4,143,4,53.4054,51.1924
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703703A,A,B9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,การศึกษา ปฐมวัย,0,4,252,4,64.5348,60.3295
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703703A,B,A9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 1,สังคมศึกษา,0,5,153,5,59.3054,57.2388
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100218703703A,B,B9003,คณะศึกษาศาสตร์,ศษ.บ. ศึกษาศาสตรบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission รูปแบบ 2,สังคมศึกษา,0,4,44,4,52.5983,48.9970
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219111801A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. โภชนศาสตร์และการกำหนดอาหาร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,30,149,30,48.9995,36.9995
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219210301A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. คณิตศาสตร์และวิทยาการคอมพิวเตอร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,213,40,62.0385,35.3060
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219210601A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. เคม-ีชีววิทยา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,173,40,52.1840,33.5100
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219211001A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. วิทยาศาสตร์การอาหารและโภชนาการ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,191,40,42.9440,31.5275
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219212701A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. ฟิสิกส์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,77,21,44.6525,25.7635
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219213501A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. เทคโนโลยียาง,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,50,26,3,34.7775,30.1745
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219500401A,A,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. เทคโนโลยีการเกษตร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,เทคโนโลียการผลิตพืช,0,30,43,13,39.5730,19.8190
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219500401A,B,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. เทคโนโลยีการเกษตร,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,เทคโนโลียการผลิตสัตว์,0,30,28,4,31.4965,27.0275
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100219500601A,0,A9003,คณะวิทยาศาสตร์และเทคโนโลยี,วท.บ. เทคโนโลยีและนวัตกรรมประมง,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,30,3,33.6385,27.7635
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220610801A,A,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,การจัดการ ทรัพยากร มนุษย์,0,21,180,21,43.8450,35.9175
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220610801A,B,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,บธ.บ. บริหารธุรกิจบัณฑิต,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,การเป็น ผู้ประกอบกา ร,0,5,101,5,46.1110,42.6145
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220611101A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศ.บ. เศรษฐศาสตร์การประกอบการ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,36,246,36,43.9193,31.9375
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220901201A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,สท.บ. สารสนเทศศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,35,67,21,38.2075,23.3680
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220901401A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ประวัติศาสตร์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,50,239,50,51.0508,30.4973
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220901501A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. การคิดเพื่อการพัฒนามนุษย์,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,40,48,14,36.7608,20.3753
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220901701A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาเกาหลี,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,20,76,20,53.1625,33.1933
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220901801A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาจีน,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,31,73,31,49.2500,23.5763
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902001A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาและวรรณคดีไทย,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,25,187,25,46.9028,39.5278
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902301A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษามลายูและมลายูศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,10,122,10,46.7880,37.4040
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902401A,A,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาต่างประเทศศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ภาษาญี่ปุ่น,0,20,30,9,53.1605,27.4375
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902401A,B,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาต่างประเทศศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ภาษาอาหรับ เพื่อการ สื่อสารธุรกิจ,0,12,14,8,46.6523,26.0903
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902401A,C,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาต่างประเทศศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ภาษาฝรั่งเศส,0,10,13,5,59.0970,37.7760
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902401A,D,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาต่างประเทศศึกษา,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,ภาษาเยอรมัน,0,10,8,2,41.3125,41.2708
มหาวิทยาลัยสงขลานครินทร์,ปัตตานี,10100220902501A,0,A9003,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ. ภาษาอังกฤษ,โครงการคัดเลือก บุคคลเข้าศึกษา ระดับปริญญาตีรรอบที่ 3 Admission,,0,25,184,25,56.9988,47.1645
