สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100326620102E,คณะการบริการและการ ท่องเที่ยว,บธ.บ. การจัดการธุรกิจการท่องเที่ยวและ การบิน (หลักสูตรนานาชาต)ิ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,40,84,24,59.0970,26.9440
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327610801E,คณะวิเทศศึกษา,บธ.บ. ธุรกิจระหวา่ งประเทศ (หลักสูตร นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,40,40,12,55.9720,26.5970
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ.ภาษาและวัฒนธรรม (หลักสูตร นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,ภาษาและวัฒนธรรมจีน,0,20,26,13,62.9165,31.8750
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ.ภาษาและวัฒนธรรม (หลักสูตร นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,ภาษาและวัฒนธรรมเกาหลี,0,20,11,4,50.9720,28.5415
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ.ภาษาและวัฒนธรรม (หลักสูตร นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,ภาษาและวัฒนธรรมไทย,0,10,2,1,39.3750,39.3750
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100327903901E,คณะวิเทศศึกษา,ศศ.บ.ภาษาและวัฒนธรรม (หลักสูตร นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,ภาษาและวัฒนธรรมยุโรป,0,20,18,7,71.7360,54.2360
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. ภูมิสารสนเทศ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,8,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328211901A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. ภูมิสารสนเทศ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,3,1,37.1517,37.1517
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการ จัดการชายฝั่ง,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,34,5,34.5458,26.9485
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213001A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. วิทยาศาสตร์ทางทะเลและการ จัดการชายฝั่ง,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,26,10,42.4090,27.2240
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการ สิ่งแวดล้อม,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,5,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100328213101A,คณะเทคโนโลยีและสิ่งแวดล้อม,วท.บ. เทคโนโลยีและการจัดการ สิ่งแวดล้อม,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,8,1,40.5850,40.5850
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329210801E,วิทยาลัยการคอมพิวเตอร์,วท.บ. ธุรกิจดิจิทัล (หลักสูตรนานาชาต)ิ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,60,26,9,63.1940,35.9720
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329220101A,วิทยาลัยการคอมพิวเตอร์,วท.บ. การคอมพิวเตอร์,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,42,17,46.5555,20.2080
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329220101A,วิทยาลัยการคอมพิวเตอร์,วท.บ. การคอมพิวเตอร์,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,20,5,44.3610,37.8190
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329300501E,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมดิจิทัล (หลักสูตรนานาชาต)ิ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,60,23,5,59.0550,39.8745
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329300501E,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมดิจิทัล (หลักสูตรนานาชาต)ิ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,60,10,2,31.0000,30.2775
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329303701A,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบ อัจฉริยะ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,20,62,11,60.5970,40.6805
มหาวิทยาลัยสงขลานครินทร์,ภูเก็ต,10100329303701A,วิทยาลัยการคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบ อัจฉริยะ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,20,15,4,36.0135,15.2915
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430210401A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เคมีเพื่ออุตสาหกรรม,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,15,18,3,48.4025,32.9440
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430212801A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีการจัดการอุตสาหกรรม วัสดุ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,เทคโนโลยีการจัดการ อุตสาหกรรมยาง,0,15,1,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430212801A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีการจัดการอุตสาหกรรม วัสดุ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,เทคโนโลยีการจัดการ อุตสาหกรรมไม้,0,15,2,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430213101A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. สิ่งแวดล้อมเพื่อความยั่งยืน,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,15,9,3,51.3885,32.1665
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430213102A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. อาชีวอนามัยและความปลอดภัย,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,30,112,30,31.9750,22.7000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430220101A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีสารสนเทศ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,21,23,6,56.3745,36.7635
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430303501A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ. การจัดการงานวิศวกรรม,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,15,17,3,44.0830,36.9715
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430610801A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,ทล.บ. การจัดการนวัตกรรมการค้าสมัยใหม่,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,21,8,43.7500,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100430610801A,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,ทล.บ. การจัดการนวัตกรรมการค้าสมัยใหม่,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,56,19,97.7500,63.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431610501A,คณะศิลปศาสตร์และ วิทยาการจัดการ,บช.บ. บัญชีบัณฑิต,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,30,171,30,67.6380,41.2500
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431610801A,คณะศิลปศาสตร์และ วิทยาการจัดการ,บธ.บ. การจัดการธุรกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,30,99,24,74.1940,41.5970
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431611101A,คณะศิลปศาสตร์และ วิทยาการจัดการ,ศ.บ. เศรษฐศาสตร์ธุรกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,77,17,67.4025,50.9440
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431620101A,คณะศิลปศาสตร์และ วิทยาการจัดการ,บธ.บ. การจัดการธุรกิจการท่องเที่ยว,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,25,106,25,60.2770,36.5270
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431901801I,คณะศิลปศาสตร์และ วิทยาการจัดการ,ศศ.บ. ภาษาจีนเพื่อการสื่อสารทางธุรกิจ (นานาชาติ),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,18,46,17,71.5275,49.1525
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431902501A,คณะศิลปศาสตร์และ วิทยาการจัดการ,ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสารทาง ธุรกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,39,127,39,63.7500,40.5550
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100431903101A,คณะศิลปศาสตร์และ วิทยาการจัดการ,รป.บ. การจัดการรัฐกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,36,72,25,47.1250,25.3190
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433211001A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. เทคโนโลยีอาหาร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,17,3,45.6940,38.7500
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433211001A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. เทคโนโลยีอาหาร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,53,10,92.2500,61.7500
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,เทคโนโลยีการผลิตพืช,0,30,8,3,56.1110,42.7770
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,เทคโนโลยีการผลิตพืช,0,30,34,7,94.5000,51.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,เทคโนโลยีการผลิตสัตว์,0,30,7,3,45.0000,39.7220
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,เทคโนโลยีการผลิตสัตว์,0,30,27,4,79.7500,61.2500
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,เทคโนโลยีจุลินทรีย์,0,30,5,0,0.0000,0.0000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500401A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. วิทยาศาสตร์และเทคโนโลยีการเกษตร,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,เทคโนโลยีจุลินทรีย์,0,30,19,3,66.5000,65.5000
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500601A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. ทรัพยากรประมง,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 1,,0,30,11,1,28.4720,28.4720
มหาวิทยาลัยสงขลานครินทร์,สุราษฎร์ธานี,10100433500601A,คณะนวัตกรรมการเกษตร ประมง และอาหาร,วท.บ. ทรัพยากรประมง,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission รูปแบบที่ 2,,0,30,49,16,97.2500,54.0000
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534610501A,คณะพาณิชยศาสตร์และการ จัดการ,บช.บ. บัญชีบัณฑิต,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,100,354,100,82.5000,42.2220
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534610601A,คณะพาณิชยศาสตร์และการ จัดการ,บธ.บ. การตลาด,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,87,25,54.3050,31.5270
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534610701A,คณะพาณิชยศาสตร์และการ จัดการ,บธ.บ. เทคโนโลยีสารสนเทศทางธุรกิจ (ธุรกิจดิจิทัล),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,48,7,58.3330,29.1660
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534610801A,คณะพาณิชยศาสตร์และการ จัดการ,บธ.บ. การเงิน ประกันภัยและการจัดการ ความเสี่ยง,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,27,4,51.5270,33.3330
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534610901A,คณะพาณิชยศาสตร์และการ จัดการ,บธ.บ. เทคโนโลยีสารสนเทศทางธุรกิจ (การจัดการสารสนเทศและเทคโนโลียดิจิทัล),โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,33,8,50.9720,27.6380
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534620101A,คณะพาณิชยศาสตร์และการ จัดการ,บธ.บ. การจัดการการท่องเที่ยว,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,45,15,51.6665,22.2915
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534902501H,คณะพาณิชยศาสตร์และการ จัดการ,ศศ.บ. ภาษาอังกฤษธุรกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,30,36,9,73.5415,36.3885
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100534903101A,คณะพาณิชยศาสตร์และการ จัดการ,รป.บ. การจัดการรัฐกิจ,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,50,106,34,59.1660,26.5270
มหาวิทยาลัยสงขลานครินทร์,ตรงั,10100535400501A,คณะสถาปัตยกรรมศาสตร์,สถ.บ. สถาปัตยกรรม,โครงการคัดเลือกบุคคลเข้าศึกษาระดับปริญญาตรีรอบที่ 3 Admission,,0,30,112,30,62.0690,45.0000
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130101500203A,คณะผลิตกรรมการเกษตร,การส่งเสริมและสื่อสารเกษตร,Admission,,3105,5,114,5,64.7249,59.9996
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130101500205A,คณะผลิตกรรมการเกษตร,เกษตรศาสตร์(พืชไร่อารักขาพืช ปฐีพศาสตร์เกษตรเคีมวิทยาการสมุนไพร ทรัพยากรป่าไม้และการจัดการ เกษตร อินทรีย์),Admission,,3108,100,187,66,72.1582,27.7500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130101500801A,คณะผลิตกรรมการเกษตร,พืชสวน,Admission,,3107,50,144,50,72.1081,26.7500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130103211002A,คณะวิศวกรรมและอุตสาหกรรมเกษตร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,Admission,,3302,55,48,18,44.2583,15.8125
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130103212201A,คณะวิศวกรรมและอุตสาหกรรมเกษตร,เทคโนโลยีหลังการเก็บเกี่ยว,Admission,,3303,50,94,37,63.5583,26.1250
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130103213601A,คณะวิศวกรรมและอุตสาหกรรมเกษตร,เทคโนโลยียางและพอลิเมอร์,Admission,,3305,50,71,28,57.9498,26.8750
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130103300401A,คณะวิศวกรรมและอุตสาหกรรมเกษตร,วิศวกรรมเกษตร,Admission,,3301,35,140,35,60.4166,35.3750
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130103303301A,คณะวิศวกรรมและอุตสาหกรรมเกษตร,วิศวกรรมอาหาร,Admission,,3304,30,188,30,58.0083,48.5250
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104210301A,คณะวิทยาศาสตร์,คณิตศาสตร์,Admission,,3404,15,354,15,99.2500,92.2500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104210401A,คณะวิทยาศาสตร์,นวัตกรรมเคมีอุตสาหกรรม,Admission,,3407,20,258,20,82.5664,69.7944
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104210402A,คณะวิทยาศาสตร์,เคมี,Admission,,3403,10,116,10,63.3575,56.0475
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104211201A,คณะวิทยาศาสตร์,เทคโนโลยีชีวภาพ,Admission,,3402,20,231,20,64.0416,56.4750
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104212701A,คณะวิทยาศาสตร์,ฟิสิกส์ประยุกต์,Admission,,3408,20,105,20,99.2500,78.2500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104212802A,คณะวิทยาศาสตร์,นวัตกรรมวัสดุ,Admission,,3405,30,220,30,85.9222,69.4110
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104213301A,คณะวิทยาศาสตร์,สถิติและการจัดการสารสนเทศ,Admission แบบที่ 1,,3409,10,64,3,64.6528,57.6943
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104213301A,คณะวิทยาศาสตร์,สถิติและการจัดการสารสนเทศ,Admission แบบที่ 2,,3409,10,98,7,74.9165,57.9790
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104213501A,คณะวิทยาศาสตร์,วิทยาการการหาภาวะที่เหมาะสมทาง อุตสาหกรรม,Admission,,3410,45,27,17,57.5804,26.6250
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104220101A,คณะวิทยาศาสตร์,เทคโนโลยีสารสนเทศ,Admission,,3406,10,295,10,76.7915,72.0135
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130104220201A,คณะวิทยาศาสตร์,วิทยาการคอมพิวเตอร์,Admission,,3401,5,179,5,72.0275,65.4885
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130105903101A,วิทยาลัยบริหารศาสตร์,รัฐประศาสนศาสตร์,Admission,,3502,25,356,25,77.6665,71.1249
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130105903201A,วิทยาลัยบริหารศาสตร์,รัฐศาสตร์,Admission,,3501,20,292,20,72.9500,64.5416
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610102A,คณะบริหารธุรกิจ,บริหารธุรกิจ (วิชาเอกการบริหารการเงิน และการลงทุน),Admission,,3608,10,378,10,73.6749,70.2749
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610201A,คณะบริหารธุรกิจ,บริหารธุรกิจ (วิชาเอกการจัดการ),Admission,,3603,10,201,10,66.7500,55.2500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610501A,คณะบริหารธุรกิจ,บัญชีบัณฑิต,Admission,,3604,5,"2,084",6,######,99.2500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610602A,คณะบริหารธุรกิจ,นวัตกรรมธุรกิจค้าปลีกสมัยใหม่,Admission,,3606,5,578,5,77.9305,74.0415
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610603A,คณะบริหารธุรกิจ,บริหารธุรกิจ (วิชาเอกนวัตกรรมการตลาด และการตลาดดิจิทัล),Admission,,3607,5,257,5,70.1875,64.8125
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130106610901A,คณะบริหารธุรกิจ,นวัตกรรมธุรกิจดิจิทัล,Admission,,3609,5,66,5,62.4375,51.0625
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130109620102A,คณะพัฒนาการท่องเที่ยว,พัฒนาการท่องเที่ยว,Admission,,3901,20,444,20,77.0275,71.0555
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130109620104A,คณะพัฒนาการท่องเที่ยว,การจัดการธุรกิจท่องเที่ยวและบริการ,Admission,,3903,5,313,5,79.6040,74.6250
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130110500602A,คณะเทคโนโลยีการประมง และทรัพยากรทาง้นา,การประมงและนวัตกรรมการผลิตสัตว์น้ า,Admission,,3101,25,127,25,72.8750,52.0833
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130112611101A,คณะเศรษฐศาสตร์,เศรษฐศาสตร์ระหวา่ งประเทศ,Admission,,3126,40,276,40,78.5555,65.1250
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130112611103A,คณะเศรษฐศาสตร์,เศรษฐศาสตร์เกษตรและสิ่งแวดล้อม,Admission,,3122,20,184,20,69.8250,59.8500
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130112611105A,คณะเศรษฐศาสตร์,เศรษฐศาสตร์,Admission,,3124,10,398,10,77.8470,72.4165
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130112611106A,คณะเศรษฐศาสตร์,เศรษฐศาสตร์ดิจิทัลและการสหกรณ์,Admission,,3125,5,133,5,72.3055,68.7080
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130114900001A,คณะศิลปศาสตร์,นวัตกรรมสังคม,Admission,,3144,50,143,50,57.1582,41.5083
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130114901101A,คณะศิลปศาสตร์,นิเทศศาสตร์บูรณาการ,Admission,,3141,90,254,90,61.4999,43.8499
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130114902501A,คณะศิลปศาสตร์,ภาษาอังกฤษ,Admission,,3142,100,232,60,88.6082,58.4914
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130115301502A,วิทยาลัยพลังงานทดแทน,วิศวกรรมพลังงาน (วิชาเอกวิศวกรรม พลังงานทดแทน),Admission,,3153,20,216,20,70.5999,64.0831
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130115301503A,วิทยาลัยพลังงานทดแทน,วิศวกรรมพลังงาน (วิชาเอกวิศวกรรม นวัตกรรมการจัดการพลังงาน),Admission,,3152,20,99,20,72.9830,53.3665
มหาวิทยาลัยแม่โจ้,วิทยาเขตเชียงใหม่,10130118900802A,คณะสารสนเทศและการสื่อสาร,การสื่อสารดิจิทัล (วิชาเอกสื่อสารดิจิทัล และมัลติมีเดีย),Admission,,3181,40,584,34,80.1940,71.4305
