สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,,,0,390,"1,417",390,82.6000,59.9831
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,0,80,460,80,89.0164,74.9664
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300599A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,,,0,105,735,105,85.7888,66.8943
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121301101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,,,0,20,194,20,62.8830,54.2330
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,,,0,10,176,10,77.5553,66.0220
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,,,0,20,174,20,59.0666,54.5720
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302701A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,,,0,40,259,40,62.1386,55.3442
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302801A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,,,0,20,227,20,59.8222,57.5500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,,,0,15,54,15,59.5944,51.7444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,,,0,5,125,5,81.1164,74.5776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาคณิตศาสตร์ประยุก์ต2,อักษรศาสตร์,0,20,"1,388",20,86.8750,77.5000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาฝรั่งเศส,อักษรศาสตร์,2231,219,328,36,85.6250,73.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาเยอรมัน,อักษรศาสตร์,2231,219,111,8,82.1250,73.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาญี่ปุ่น,อักษรศาสตร์,2231,219,668,74,86.1250,74.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาเกาหลี,อักษรศาสตร์,2231,219,409,40,86.8125,73.9375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาจีน,อักษรศาสตร์,2231,219,806,32,85.9375,74.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาบาลี,อักษรศาสตร์,2231,219,37,3,85.8750,75.8125
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์เลือก สอบวิชาภาษาสเปน,อักษรศาสตร์,2231,219,172,27,85.2500,74.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาภูมิศาสตร์และภูมิ สารสนเทศ,ภูมิศาสตร์และภูมิสารสนเทศ,0,14,576,13,76.8750,69.4375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาสารสนเทศศึกษา,สารสนเทศศึกษา,0,10,498,10,75.7500,73.0625
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา คณิตศาสตร์,,,0,34,265,35,75.0610,55.6500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210401A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,,,0,105,335,105,74.0374,42.3499
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา เคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 1),เคมีวิศวกรรม,0,41,248,41,59.1192,45.5024
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา เคมีวิศวกรรม,สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 2),เคมีวิศวกรรม,0,41,"1,030",41,73.4332,64.0054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุล ชีววิทยา,,,0,45,169,45,58.4208,33.6308
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา ชีวเคมี,,,0,40,128,40,59.6722,37.3920
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา ชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 1),,0,20,409,20,74.8000,60.4998
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา ชีววิทยา,สาขาวิชาชีววิทยา (รูปแบบที่ 2),,0,16,980,16,67.4996,63.1716
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210901A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา เทคโนโลยีทางภาพและการพิมพ์,,,0,50,137,50,56.6000,40.3040
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา เทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทาง อาหาร (รูปแบบที่ 1),เทคโนโลยีทางอาหาร,0,38,969,38,74.3110,62.9054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา เทคโนโลยีทางอาหาร,สาขาวิชาเทคโนโลยีทาง อาหาร (รูปแบบที่ 2),เทคโนโลยีทางอาหาร,0,38,169,38,52.1666,35.9688
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา ธรณีวิทยา,,,0,21,369,21,76.1166,60.8382
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา พฤกษศาสตร์,,,0,50,231,50,51.7500,41.9054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา พันธุศาสตร์,,,0,50,308,50,63.9610,46.3110
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา ฟิสิกส์,,,0,50,355,50,73.8440,54.9108
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา วัสดุศาสตร์และเทคโนโลยี,สาขาวิชาวัสดุศาสตร์และ เทคโนโลีย(รูปแบบที่ 1),วัสดุศาสตร์และเทคโนโลยี,0,53,"1,127",53,66.8438,58.5666
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา วัสดุศาสตร์และเทคโนโลยี,สาขาวิชาวัสดุศาสตร์และ เทคโนโลีย(รูปแบบที่ 2),วัสดุศาสตร์และเทคโนโลยี,0,36,85,36,44.3276,33.0332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา วิทยาศาสตร์ทางทะเล,,,0,33,127,33,56.4866,33.3732
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213101A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา วิทยาศาสตร์สิ่งแวดล้อม,,,0,82,495,82,59.9797,52.0919
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา สัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 1),,0,6,139,6,71.7164,58.4164
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา สัตววิทยา,สาขาวิชาสัตววิทยา (รูปแบบที่ 2),,0,6,548,6,66.4164,62.0386
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชา วิทยาการคอมพิวเตอร์,,,0,21,684,21,76.7972,67.2497
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาคณิตศาสตร์ประยุก์ต2,การปกครอง,2431,61,"1,238",37,77.4583,70.8694
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาฝรั่งเศส,การปกครอง,2431,61,160,5,72.5527,71.2277
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาเยอรมัน,การปกครอง,2431,61,66,5,76.3333,71.3722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาญี่ปุ่น,การปกครอง,2431,61,129,5,75.6777,71.1138
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาเกาหลี,การปกครอง,2431,61,100,2,72.8583,72.8333
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาจีน,การปกครอง,2431,61,151,5,72.7583,70.8805
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือก สอบวิชาภาษาสเปน,การปกครอง,2431,61,67,2,73.6361,72.2361
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาคณิตศาสตร์ประยุก์ต2,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,473,5,85.9666,79.3054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาไทย,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,"1,702",33,88.1582,78.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาฝรั่งเศส,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,141,7,87.4500,78.8776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาเยอรมัน,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,60,2,78.9054,78.4332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาญี่ปุ่น,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,140,7,87.1166,79.7750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาเกาหลี,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,83,2,79.5694,78.9916
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาจีน,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,116,3,85.8776,78.9554
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพัน์ธระหวา่ งประเทศ เลือกสอบ วิชาภาษาสเปน,ความสัมพันธ์ระหวา่ งประเทศ,2432,66,53,7,84.3832,79.0694
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา คณิตศาสตร์ประยุก์ต2,สังคมวิทยาและมานุษยวิทยา,2433,61,241,4,74.8610,73.3680
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาไทย,สังคมวิทยาและมานุษยวิทยา,2433,61,"1,389",51,78.8888,73.2985
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาฝรั่งเศส,สังคมวิทยาและมานุษยวิทยา,2433,61,64,3,80.6110,75.3750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาเยอรมัน,สังคมวิทยาและมานุษยวิทยา,2433,61,21,1,73.3888,73.3888
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาญี่ปุ่น,สังคมวิทยาและมานุษยวิทยา,2433,61,56,1,73.4583,73.4583
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาเกาหลี,สังคมวิทยาและมานุษยวิทยา,2433,61,44,1,73.6458,73.6458
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาจีน,สังคมวิทยาและมานุษยวิทยา,2433,61,59,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและ มานุษยวิทยา เลือกสอบวิชา ภาษาสเปน,สังคมวิทยาและมานุษยวิทยา,2433,61,28,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาอังกฤษ,รัฐประศาสนศาสตร์,2434,66,779,63,77.2985,68.1582
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาฝรั่งเศส,รัฐประศาสนศาสตร์,2434,66,5,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาเยอรมัน,รัฐประศาสนศาสตร์,2434,66,5,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาญี่ปุ่น,รัฐประศาสนศาสตร์,2434,66,12,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาเกาหลี,รัฐประศาสนศาสตร์,2434,66,3,3,70.1388,68.5276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาจีน,รัฐประศาสนศาสตร์,2434,66,14,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสต์รเลือกสอบวิชาภาษาสเปน,รัฐประศาสนศาสตร์,2434,66,8,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400201A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,,,0,5,134,5,61.1500,58.6000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400301A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาภูมิสถาปัตยกรรม,,,0,10,140,10,58.6000,55.5500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400401A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,,,0,9,172,9,57.1000,54.1000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400501A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,,,0,11,260,11,74.2500,63.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400701A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,,,0,5,183,5,66.0000,61.3500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 1),,0,240,"3,403",241,94.7220,81.0220
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 2),,0,20,940,20,94.9776,79.2552
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 1),,0,240,"3,536",242,89.6552,77.4444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 2),,0,20,867,20,85.8220,67.9332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,สถิติและวิทยาการข้อมูล,0,40,548,40,79.2220,63.8444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,การประกันภัย,0,40,487,40,83.5000,61.6776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการ บัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,เทคโนโลยีสารสนเทศเพื่อ ธุรกิจ,0,40,563,40,66.9220,59.8108
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,,การศึกษาปฐมวยั,0,23,674,23,78.6972,73.6401
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือก สอบวิชาคณิตศาสตร์ประยุก์ต1,ประถมศึกษา,2731,32,7,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือก สอบวิชาสังคมศึกษา,ประถมศึกษา,2731,32,611,10,77.8054,73.3388
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือก สอบวิชาคณิตศาสตร์ประยุก์ต2,ประถมศึกษา,2731,32,182,22,80.6332,73.2763
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอก คณิตศาสตร์,มัธยมศึกษา,0,48,263,48,80.7888,57.4554
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,มัธยมศึกษา,0,9,69,9,69.9276,53.9776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,มัธยมศึกษา,0,20,122,20,66.7332,51.5054
